Jerusalem B-Jerusalem B-Jerusalem
to O O
approach O O
this O O
benchmark O O
, O O
it O O
can O O
be O O
said O O
to O O
have O O
had O O
the O O
conditions O O
for O O
electricity O O
generation O O
using O O
natural O O
gas O O
in O O
terms O O
of O O
financial O O
resources O O
. O O
John O O
Weir O O
, O O
president O O
of O O
the O O
Weir O O
Group O O
who O O
visited O O
China O O
with O O
US O O
Minister O O
Brown O O
and O O
signed O O
this O O
agreement O O
for O O
electricity O O
generation O O
plant O O
construction O O
in O O
Jiangsu O O
, O O
held O O
that O O
now O O
is O O
the O O
best O O
time O O
to O O
develop O O
a O O
project O O
of O O
joint O O
circulatory O O
electricity O O
generation O O
plant O O
with O O
natural O O
gas O O
as O O
fuel O O
in O O
China O O
. O O
Both O O
parties O O
, O O
the O O
US O O
and O O
China O O
, O O
will O O
invest O O
more O O
time O O
, O O
money O O
and O O
resources O O
to O O
make O O
this O O
power O O
plant O O
project O O
a O O
successful O O
model O O
. O O
( O O
End O O
) O O
( O O
ART O O
ADV O O
: O O
Photo O O
NYT1 O O
is O O
being O O
sent O O
to O O
NYT O O
photo O O
clients O O
. O O
Nonsubscribers O O
can O O
purchase O O
one O O
- O O
time O O
rights O O
by O O
calling O O
888 O O
- O O
603 O O
- O O
1036 O O
or O O
888 O O
- O O
346 O O
- O O
9867 O O
. O O
) O O
& O O
QL O O
; O O
& O O
UR O O
; O O
By O O
BEN O O
RAINES O O
& O O
QC O O
; O O
& O O
LR O O
; O O
& O O
QL O O
; O O
& O O
UR O O
; O O
c O O
. O O
2000 O O
N O O
. O O
Y O O
. O O
Times O O
News O O
Service O O
& O O
QC O O
; O O
& O O
LR O O
; O O
& O O
QL O O
; O O
Swarms O O
of O O
jellyfish O O
consumed O O
so O O
many O O
fish O O
eggs O O
and O O
larvae O O
in O O
the O O
Gulf O O
of O O
Mexico O O
this O O
summer O O
that O O
some O O
scientists O O
are O O
talking O O
about O O
the O O
potential O O
for O O
serious O O
future O O
threats O O
to O O
commercial O O
and O O
recreational O O
fisheries O O
in O O
the O O
northern O O
Gulf O O
. O O
The O O
jellyfish O O
, O O
a O O
native O O
species O O
and O O
an O O
invading O O
one O O
, O O
appeared O O
in O O
prime O O
spawning O O
areas O O
just O O
as O O
breeding O O
season O O
for O O
many O O
of O O
the O O
Gulf O O
' O O
s O O
most O O
important O O
species O O
kicked O O
into O O
high O O
gear O O
. O O
According O O
to O O
the O O
National O O
Marine O O
Fisheries O O
Service O O
, O O
the O O
number O O
of O O
jellyfish O O
in O O
the O O
Gulf O O
has O O
been O O
rising O O
for O O
at O O
least O O
13 O O
years O O
. O O
Scientists O O
say O O
the O O
jellyfish O O
are O O
exploiting O O
three O O
major O O
human O O
- O O
induced O O
changes O O
in O O
the O O
environment O O
: O O
thousands O O
of O O
oil O O
rigs O O
and O O
artificial O O
reefs O O
established O O
to O O
attract O O
game O O
fish O O
have O O
greatly O O
increased O O
the O O
breeding O O
habitat O O
for O O
jellyfish O O
, O O
which O O
need O O
a O O
hard O O
surface O O
for O O
spawning O O
; O O
nitrogen O O
pollution O O
from O O
farm O O
runoff O O
and O O
industrial O O
sources O O
feeds O O
plankton O O
blooms O O
, O O
providing O O
extra O O
food O O
for O O
jellyfish O O
; O O
and O O
commercial O O
fishermen O O
take O O
great O O
numbers O O
of O O
menhaden O O
, O O
a O O
soft O O
- O O
finned O O
, O O
bony O O
fish O O
that O O
competes O O
with O O
jellyfish O O
for O O
the O O
plankton O O
. O O
Dr O O
. O O
Monty O O
Graham O O
, O O
a O O
researcher O O
at O O
the O O
Dauphin O O
Island O O
Sea O O
Lab O O
in O O
Alabama O O
, O O
worries O O
that O O
with O O
all O O
these O O
advantages O O
jellyfish O O
cannot O O
help O O
but O O
multiply O O
at O O
an O O
astonishing O O
rate O O
. O O
Making O O
matters O O
much O O
worse O O
, O O
he O O
said O O
, O O
is O O
the O O
advent O O
of O O
Phyllorhiza O O
punctata O O
, O O
or O O
Australian O O
spotted O O
jellyfish O O
. O O
The O O
giant O O
species O O
, O O
previously O O
unreported O O
in O O
the O O
Gulf O O
, O O
is O O
a O O
25 O O
- O O
pound O O
bruiser O O
of O O
a O O
jellyfish O O
native O O
to O O
the O O
Pacific O O
. O O
Some O O
time O O
ago O O
the O O
basketball O O
- O O
size O O
jellyfish O O
established O O
themselves O O
in O O
the O O
Caribbean O O
. O O
This O O
summer O O
, O O
after O O
apparently O O
riding O O
ocean O O
currents O O
north O O
, O O
they O O
concentrated O O
themselves O O
in O O
the O O
passes O O
between O O
the O O
barrier O O
islands O O
that O O
separate O O
the O O
Mississippi O O
Sound O O
from O O
the O O
Gulf O O
of O O
Mexico O O
. O O
The O O
Australian O O
jellyfish O O
have O O
now O O
mostly O O
died O O
off O O
in O O
the O O
Gulf O O
. O O
But O O
fishery O O
scientists O O
worry O O
that O O
they O O
may O O
already O O
have O O
affected O O
next O O
year O O
' O O
s O O
fish O O
populations O O
. O O
And O O
scientists O O
say O O
the O O
animals O O
were O O
spawning O O
prodigiously O O
, O O
broadcasting O O
millions O O
of O O
their O O
own O O
eggs O O
as O O
they O O
ate O O
the O O
eggs O O
and O O
larvae O O
of O O
native O O
species O O
. O O
Popular O O
sport O O
fish O O
, O O
including O O
redfish O O
, O O
speckled O O
trout O O
, O O
white O O
trout O O
and O O
Spanish O O
mackerel O O
, O O
as O O
well O O
as O O
commercially O O
important O O
species O O
like O O
crabs O O
and O O
menhaden O O
, O O
spawn O O
just O O
outside O O
the O O
barrier O O
islands O O
. O O
This O O
year O O
, O O
their O O
eggs O O
and O O
larvae O O
had O O
to O O
drift O O
with O O
tidal O O
currents O O
through O O
the O O
jellyfish O O
- O O
choked O O
passes O O
to O O
reach O O
the O O
estuaries O O
that O O
serve O O
as O O
nurseries O O
for O O
the O O
baby O O
fish O O
. O O
` O O
` O O
These O O
things O O
are O O
incredibly O O
efficient O O
at O O
turning O O
the O O
water O O
over O O
, O O
cleaning O O
it O O
of O O
everything O O
in O O
it O O
, O O
' O O
' O O
Graham O O
said O O
. O O
` O O
` O O
We O O
' O O
re O O
finding O O
them O O
with O O
200 O O
fish O O
eggs O O
in O O
their O O
guts O O
. O O
' O O
' O O
The O O
newcomers O O
had O O
a O O
frighteningly O O
effective O O
feeding O O
pattern O O
that O O
involved O O
swimming O O
to O O
the O O
surface O O
, O O
then O O
diving O O
down O O
to O O
the O O
bottom O O
, O O
scouring O O
the O O
water O O
of O O
virtually O O
every O O
living O O
thing O O
smaller O O
than O O
a O O
BB O O
pellet O O
. O O
After O O
flowing O O
through O O
the O O
jellyfish O O
gantlet O O
, O O
scientists O O
said O O
, O O
the O O
water O O
was O O
almost O O
devoid O O
of O O
living O O
things O O
. O O
` O O
` O O
You O O
really O O
have O O
two O O
problems O O
in O O
terms O O
of O O
commercially O O
important O O
fish O O
, O O
' O O
' O O
said O O
Harriet O O
M O O
. O O
Perry O O
, O O
director O O
of O O
the O O
fisheries O O
section O O
of O O
the O O
Gulf O O
Coast O O
Research O O
Laboratory O O
in O O
Mississippi O O
. O O
` O O
` O O
First O O
the O O
jellies O O
are O O
ingesting O O
the O O
larvae O O
and O O
eggs O O
of O O
these O O
commercially O O
important O O
species O O
, O O
and O O
then O O
the O O
fish O O
larvae O O
must O O
compete O O
with O O
these O O
incredibly O O
efficient O O
jellies O O
for O O
the O O
same O O
food O O
source O O
. O O
' O O
' O O
Perry O O
said O O
she O O
worried O O
that O O
the O O
Phyllorhiza O O
might O O
become O O
permanent O O
residents O O
. O O
Graham O O
said O O
he O O
feared O O
that O O
their O O
offspring O O
might O O
appear O O
in O O
larger O O
numbers O O
next O O
spring O O
. O O
He O O
noted O O
, O O
though O O
, O O
that O O
the O O
newcomers O O
represented O O
a O O
small O O
threat O O
compared O O
with O O
the O O
monstrous O O
herds O O
of O O
native O O
moon O O
jellyfish O O
still O O
swarming O O
offshore O O
below O O
Alabama O O
, O O
Mississippi O O
and O O
Louisiana O O
in O O
a O O
huge O O
swath O O
roughly O O
100 O O
miles O O
long O O
and O O
30 O O
miles O O
wide O O
. O O
It O O
is O O
these O O
jellyfish O O
that O O
worry O O
Dr O O
. O O
Joanne O O
Lyczkowski O O
- O O
Shultz O O
, O O
a O O
larval O O
specialist O O
with O O
the O O
National O O
Marine O O
Fisheries O O
Service O O
. O O
Lyczkowski O O
- O O
Shultz O O
said O O
the O O
long O O
- O O
term O O
picture O O
might O O
be O O
bleak O O
if O O
the O O
jellyfish O O
populations O O
continued O O
to O O
grow O O
at O O
their O O
current O O
pace O O
. O O
` O O
` O O
It O O
could O O
be O O
totally O O
devastating O O
, O O
' O O
' O O
she O O
said O O
. O O
MERGER O O
& O O
QL O O
; O O
By O O
ALEX O O
BERENSON O O
& O O
QC O O
; O O
& O O
LR O O
; O O
& O O
QL O O
; O O
& O O
UR O O
; O O
c O O
. O O
2000 O O
N O O
. O O
Y O O
. O O
Times O O
News O O
Service O O
& O O
QC O O
; O O
& O O
LR O O
; O O
& O O
QL O O
; O O
& O O
UR O O
; O O
& O O
LR O O
; O O
Back O O
in O O
January O O
, O O
when O O
Internet O O
stocks O O
were O O
hot O O
, O O
America O O
Online O O
agreed O O
to O O
buy O O
Time O O
Warner O O
with O O
AOL O O
stock O O
. O O
The O O
deal O O
, O O
if O O
approved O O
by O O
regulators O O
, O O
would O O
leave O O
AOL O O
shareholders O O
with O O
55 O O
percent O O
of O O
the O O
merged O O
company O O
, O O
even O O
though O O
Time O O
Warner O O
' O O
s O O
revenue O O
and O O
cash O O
flow O O
are O O
far O O
greater O O
. O O
Since O O
then O O
, O O
AOL O O
' O O
s O O
stock O O
has O O
fallen O O
by O O
almost O O
a O O
third O O
, O O
destroying O O
most O O
of O O
the O O
premium O O
the O O
company O O
had O O
offered O O
for O O
control O O
of O O
Time B-Time_Warner B-Time_Warner
Warner I-Time_Warner I-Time_Warner
. O O
So O O
a O O
Time O O
Warner O O
shareholder O O
might O O
conclude O O
that O O
America O O
Online O O
' O O
s O O
chairman O O
, O O
Stephen O O
Case O O
, O O
had O O
bamboozled O O
his O O
Time O O
Warner O O
counterpart O O
, O O
Gerald O O
Levin O O
, O O
into O O
taking O O
AOL O O
' O O
s O O
shares O O
at O O
the O O
worst O O
possible O O
time O O
. O O
` O O
` O O
Short O O
term O O
, O O
anyone O O
objective O O
would O O
say O O
probably O O
Steve O O
got O O
the O O
better O O
part O O
of O O
the O O
deal O O
, O O
' O O
' O O
said O O
Larry B---NME-- O
Haverty I---NME-- O
, O O
a O O
senior O O
vice O O
president O O
at O O
State B-State_Street_Corporation O
Street I-State_Street_Corporation O
Research I-State_Street_Corporation O
in O O
Boston B-Boston B-Boston
and O O
a O O
longtime O O
media O O
investor O O
. O O
But O O
Haverty O O
, O O
like O O
many O O
other O O
Time O O
Warner O O
shareholders O O
and O O
industry O O
analysts O O
, O O
hardly O O
cares O O
. O O
With O O
the O O
merger O O
likely O O
to O O
be O O
completed O O
later O O
this O O
month O O
, O O
he O O
predicts O O
that O O
the O O
merged O O
company O O
will O O
grow O O
quickly O O
by O O
combining O O
AOL O O
' O O
s O O
marketing O O
skills O O
and O O
captive O O
base O O
of O O
online O O
users O O
with O O
Time O O
Warner O O
' O O
s O O
huge O O
library O O
of O O
films O O
, O O
magazines O O
and O O
the O O
like O O
and O O
its O O
relationships O O
with O O
major O O
advertisers O O
. O O
` O O
` O O
The O O
deal O O
strategically O O
and O O
financially O O
makes O O
all O O
the O O
sense O O
in O O
the O O
world O O
, O O
' O O
' O O
Haverty O O
said O O
. O O
` O O
` O O
Five O O
years O O
out O O
, O O
if O O
you O O
' O O
re O O
a O O
shareholder O O
in O O
this O O
company O O
, O O
you O O
' O O
re O O
going O O
to O O
be O O
a O O
happy O O
camper O O
. O O
' O O
' O O
That O O
view O O
is O O
widely O O
shared O O
. O O
` O O
` O O
Strategically O O
, O O
it O O
makes O O
a O O
lot O O
of O O
sense O O
, O O
' O O
' O O
said O O
Tom B---NME-- O
Wolzien I---NME-- O
of O O
Sanford B-Sanford_Bernstein B-Sanford_(disambiguation)
C I-Sanford_Bernstein O
. I-Sanford_Bernstein O
Bernstein I-Sanford_Bernstein B-Carl_Bernstein
. O O
` O O
` O O
These O O
companies O O
fill O O
the O O
holes O O
of O O
the O O
other O O
one O O
. O O
They O O
' O O
re O O
subscription O O
- O O
advertising O O
combo O O
models O O
. O O
The O O
reality O O
is O O
the O O
pieces O O
are O O
very O O
compatible O O
. O O
' O O
' O O
To O O
be O O
sure O O
, O O
the O O
recent O O
history O O
of O O
big O O
media O O
mergers O O
is O O
hardly O O
comforting O O
for O O
shareholders O O
in O O
either O O
AOL O O
or O O
Time O O
Warner O O
. O O
Disney B-The_Walt_Disney_Company B-The_Walt_Disney_Company
stumbled O O
badly O O
after O O
it O O
bought O O
Capital B-Capital_Cities_Communications B-Capital_Cities_Communications
Cities I-Capital_Cities_Communications I-Capital_Cities_Communications
/ I-Capital_Cities_Communications O
ABC I-Capital_Cities_Communications B-American_Broadcasting_Company
in O O
1996 O O
, O O
and O O
Time O O
Warner O O
stagnated O O
for O O
five O O
years O O
after O O
it O O
was O O
created O O
in O O
1990 O O
by O O
the O O
merger O O
of O O
Time B-Time_Inc. O
and O O
Warner B-Warner_Communications O
. O O
` O O
` O O
Huge O O
deals O O
are O O
really O O
hard O O
to O O
do O O
and O O
create O O
a O O
lot O O
of O O
uncertainty O O
, O O
' O O
' O O
said O O
Roger B-Roger_McNamee B-Roger_McNamee
McNamee I-Roger_McNamee I-Roger_McNamee
of O O
Integral B---NME-- O
Capital I---NME-- O
, O O
which O O
sold O O
its O O
404,000 O O
AOL O O
shares O O
the O O
day O O
the O O
merger O O
was O O
announced O O
. O O
But O O
if O O
the O O
merged O O
company O O
can O O
overcome O O
that O O
hurdle O O
, O O
it O O
will O O
have O O
big O O
advantages O O
over O O
Disney O O
and O O
other O O
traditional O O
media O O
companies O O
, O O
which O O
are O O
still O O
struggling O O
to O O
figure O O
out O O
how O O
they O O
can O O
profit O O
from O O
the O O
Internet O O
, O O
said O O
Jessica B---NME-- O
Reif I---NME-- O
of O O
Merrill B-Merrill_Lynch B-Merrill_Lynch
Lynch I-Merrill_Lynch I-Merrill_Lynch
. O O
` O O
` O O
Given O O
the O O
multiple O O
distribution O O
platforms O O
that O O
they O O
have O O
, O O
it O O
' O O
s O O
obviously O O
a O O
very O O
powerful O O
consumer O O
engine O O
, O O
' O O
' O O
Reif O O
said O O
. O O
` O O
` O O
There O O
' O O
s O O
a O O
reason O O
that O O
you O O
see O O
Disney O O
and O O
to O O
a O O
lesser O O
extent O O
NBC B-NBC B-NBC
screaming O O
in O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
' O O
' O O
John B---NME-- B-John_Schreiber
Schreiber I---NME-- I-John_Schreiber
, O O
an O O
assistant O O
portfolio O O
manager O O
at O O
Janus B-Janus_Capital_Group O
Capital I-Janus_Capital_Group O
, O O
the O O
mutual O O
fund O O
company O O
that O O
is O O
Time O O
Warner O O
' O O
s O O
largest O O
shareholder O O
, O O
with O O
more O O
than O O
120 O O
million O O
shares O O
, O O
said O O
the O O
companies O O
had O O
already O O
begun O O
to O O
demonstrate O O
how O O
they O O
would O O
work O O
together O O
. O O
For O O
example O O
, O O
AOL O O
has O O
pitched O O
Time O O
Warner O O
' O O
s O O
magazines O O
to O O
its O O
users O O
, O O
resulting O O
in O O
hundreds O O
of O O
thousands O O
of O O
new O O
subscriptions O O
. O O
And O O
the O O
companies O O
are O O
trying O O
to O O
sell O O
big O O
advertisers O O
on O O
deals O O
that O O
will O O
reach O O
both O O
America O O
Online O O
users O O
and O O
the O O
people O O
who O O
watch O O
Time O O
Warner O O
cable O O
channels O O
and O O
read O O
its O O
magazines O O
, O O
Schreiber O O
said O O
. O O
` O O
` O O
Once O O
the O O
merger O O
closes O O
, O O
I O O
think O O
you O O
' O O
ll O O
see O O
some O O
very O O
powerful O O
cross O O
- O O
promotional O O
deals O O
across O O
all O O
of O O
Time O O
Warner O O
' O O
s O O
advertisers O O
, O O
' O O
' O O
he O O
said O O
. O O
Schreiber O O
also O O
says O O
the O O
risk O O
of O O
cultural O O
clashes O O
between O O
the O O
companies O O
is O O
limited O O
, O O
because O O
the O O
companies O O
disclosed O O
publicly O O
where O O
top O O
executives O O
would O O
stand O O
in O O
the O O
combined O O
company O O
only O O
a O O
few O O
weeks O O
after O O
the O O
merger O O
was O O
announced O O
. O O
So O O
people O O
who O O
feel O O
their O O
responsibilities O O
have O O
been O O
diminished O O
have O O
had O O
months O O
to O O
look O O
for O O
new O O
jobs O O
, O O
and O O
some O O
have O O
already O O
left O O
, O O
he O O
said O O
. O O
Given O O
the O O
strength O O
he O O
sees O O
in O O
the O O
combined O O
company O O
, O O
Schreiber O O
said O O
the O O
question O O
of O O
whether O O
Levin O O
could O O
have O O
negotiated O O
a O O
better O O
deal O O
with O O
America O O
Online O O
is O O
moot O O
. O O
Shares O O
in O O
cable O O
companies O O
like O O
Comcast B-Comcast B-Comcast
have O O
fallen O O
15 O O
percent O O
or O O
more O O
this O O
year O O
, O O
while O O
big O O
media O O
companies O O
have O O
been O O
flat O O
or O O
up O O
slightly O O
. O O
So O O
` O O
` O O
it O O
' O O
s O O
not O O
as O O
if O O
Time O O
Warner O O
shareholders O O
have O O
lost O O
out O O
on O O
a O O
great O O
deal O O
of O O
upside O O
, O O
' O O
' O O
Schreiber O O
said O O
. O O
( O O
EDS O O
: O O
This O O
early O O
version O O
will O O
be O O
updated O O
from O O
Davenport O O
, O O
Iowa O O
. O O
) O O
& O O
QL O O
; O O
( O O
ART O O
ADV O O
