Jerusalem	B	Jerusalem	http://en.wikipedia.org/wiki/Jerusalem	Jerusalem
'				
m				
a				
member				
of				
the				
green				
movement				
_				
a				
movement				
without				
Ralph				Ralph_Nader
Nader				Ralph_Nader
.				
'				
'				
				
Or				
this				
one				
,				
also				
posted				
Thursday				
morning				
,				
from				
`				
`				
Noni	B	Noni	--NME--	Noni_juice
'				
'				
:				
				
`				
`				
I				
saw				
an				
interview				
with				
Ralph				Ralph_Nader
Nader				Ralph_Nader
today				
and				
he				
seemed				
to				
be				
enjoying				
what				
has				
happened				
!				
I				
'				
ve				
never				
seen				
him				
smile				
so				
broadly				
.				
				
I				
regret				
my				
support				
.				
				
Nader				Ralph_Nader
,				
you				
'				
re				
a				
well				
-				
intending				
man				
and				
I				
agree				
with				
most				
of				
your				
positions				
.				
				
But				
the				
symbolic				
run				
for				
the				
White	B	White_House	http://en.wikipedia.org/wiki/White_House	White_House
House	I	White_House	http://en.wikipedia.org/wiki/White_House	White_House
has				
destroyed				
our				
Party				Party_(disambiguation)
and				
our				
cause				
.				
				
Very				
bad				
things				
are				
in				
our				
future				
.				
				
You				
should				
not				
be				
smiling				
.				
				
And				
we				
,				
the				
misled				
,				
should				
feel				
shame				
for				
what				
we				
'				
ve				
done				
.				
'				
'				
				
The				
remarks				
expressed				
fears				
that				
votes				
for				
Nader				Ralph_Nader
may				
have				
put				
Gov				
.				
George				George_W._Bush
W				George_W._Bush
.				
Bush				George_W._Bush
in				
a				
position				
to				
defeat				
Vice				
President				
Al				Al_Gore
Gore				Al_Gore
.				
				
In				
Florida	B	Florida	http://en.wikipedia.org/wiki/Florida	Florida
,				
where				
Gore				Al_Gore
trailed				
Bush				George_W._Bush
by				
only				
a				
few				
hundred				
votes				
Thursday				
,				
a				
shift				
of				
just				
a				
fraction				
of				
Nader				Ralph_Nader
'				
s				
95,000				
votes				
could				
have				
given				
the				
state				
,				
and				
the				
White				White_House
House				White_House
,				
to				
Gore				Al_Gore
,				
the				
most				
likely				
major				
-				
party				
alternative				
for				
Nader				Ralph_Nader
'				
s				
supporters				
.				
				
John	B	John_Ruth	--NME--	
Ruth	I	John_Ruth	--NME--	
,				
for				
example				
,				
wrote				
on				
the				
Nader2000				
site				
Thursday				
morning				
that				
he				
voted				
for				
Nader				Ralph_Nader
because				
he				
thought				
they				
`				
`				
shared				
a				
common				
goal				
'				
'				
but				
that				
he				
was				
now				
regretting				
it				
.				
				
`				
`				
Gore				Al_Gore
(				
despite				
what				
you				
have				
said				
)				
is				
NOT				
an				
environmental				
clone				
of				
G				
.				
W				
.				
Bush				George_W._Bush
.				
Because				
of				
your				
actions				
and				
statements				
prior				
to				
Nov				
.				
7th				
,				
we				
are				
on				
the				
brink				
of				
a				
Bush				George_W._Bush
presidency				
.				
				
No				
money				
,				
no				
support				
,				
no				
respect				
for				
you				
,				
Ralph				Ralph_Nader
,				
ever				
again				
!				
'				
'				
				
And				
in				
Oregon	B	Oregon	http://en.wikipedia.org/wiki/Oregon	Oregon
,				
a				
state				
that				
was				
still				
too				
close				
to				
call				
Thursday				
afternoon				
,				
Nader				Ralph_Nader
won				
about				
5				
percent				
of				
the				
vote				
_				
enough				
to				
cause				
some				
Nader				Ralph_Nader
voters				
to				
feel				
morning				
-				
after				
qualms				
.				
				
Julie	B	Julie_Quastler	--NME--	
Quastler	I	Julie_Quastler	--NME--	
,				
28				
,				
who				
voted				
for				
Nader				Ralph_Nader
in				
Portland	B	Portland	http://en.wikipedia.org/wiki/Portland	Portland,_Oregon
,				
said				
on				
Wednesday				
that				
she				
was				
feeling				
`				
`				
a				
little				
alarmed				
and				
disappointed				
'				
'				
that				
Bush				George_W._Bush
seemed				
on				
the				
brink				
of				
winning				
the				
presidency				
_				
suggesting				
that				
she				
did				
not				
accept				
Nader				Ralph_Nader
'				
s				
assertion				
that				
the				
two				
parties				
were				
equally				
bad				
.				
				
`				
`				
I				
'				
m				
just				
so				
sad				
,				
'				
'				
she				
said				
.				
				
`				
`				
Bush				George_W._Bush
is				
probably				
going				
to				
be				
our				
president				
and				
Nader				Ralph_Nader
didn				
'				
t				
get				
his				
5				
percent				
.				
				
It				
seems				
like				
a				
lose				
-				
lose				
end				
result				
in				
some				
ways				
.				
'				
'				
Winning				
5				
percent				
of				
the				
vote				
nationwide				
would				
have				
qualified				
the				
Green				Green_Party_of_the_United_States
Party				Green_Party_of_the_United_States
for				
millions				
of				
dollars				
in				
federal				
campaign				
funds				
in				
2004				
.				
				
But				
Quastler				
,				
the				
development				
director				
for				
a				
nonprofit				
cafe				
,				
said				
she				
did				
not				
feel				
guilty				
about				
her				
vote				
.				
				
`				
`				
I				
voted				
for				
Nader				Ralph_Nader
because				
he				
was				
most				
aligned				
with				
my				
values				
,				
'				
'				
she				
said				
.				
				
Of				
course				
,				
there				
were				
also				
countless				
verbal				
high				
-				
fives				
among				
Nader				Ralph_Nader
supporters				
Thursday				
who				
felt				
the				
Green				Green_Party_of_the_United_States
Party				Green_Party_of_the_United_States
had				
sent				
a				
bracing				
wake				
-				
up				
call				
to				
the				
two				
major				
parties				
.				
				
`				
`				
Stand				
tall				
and				
proud				
,				
fellow				
Nader				Ralph_Nader
supporters				
,				
'				
'				
said				
one				
message				
on				
the				
Nader2000				
site				
signed				
GO				
LOOK				
ELSEWHERE				
FOR				
SCAPEGOATS				
.				
				
`				
`				
We				
fought				
the				
good				
fight				
for				
what				
we				
believed				
in				
.				
				
This				
does				
not				
make				
us				
villains				
.				
'				
'				
				
Such				
sentiments				
seemed				
particularly				
strong				
in				
Florida				Florida
.				
				
Dorothy	B	Dorothy_Byrne	--NME--	Dorothy_Byrne
Byrne	I	Dorothy_Byrne	--NME--	Dorothy_Byrne
,				
a				
state				
coordinator				
for				
the				
Florida				
Green	B	Green_Party	http://en.wikipedia.org/wiki/Green_Party_of_Florida	
Party	I	Green_Party	http://en.wikipedia.org/wiki/Green_Party_of_Florida	
,				
said				
she				
had				
been				
inundated				
with				
angry				
phone				
calls				
and				
e				
-				
mails				
from				
Democrats				Democratic_Party_(United_States)
,				
but				
has				
yet				
to				
receive				
one				
regretful				
note				
from				
a				
Nader				Ralph_Nader
voter				
.				
				
`				
`				
I				
can				
see				
positives				
for				
the				
Greens				Australian_Greens
with				
either				
Bush				George_W._Bush
or				
Gore				Al_Gore
being				
president				
,				
'				
'				
she				
said				
.				
				
`				
`				
If				
Gore				Al_Gore
was				
in				
,				
we				
wouldn				
'				
t				
have				
to				
worry				
about				
women				
'				
s				
reproductive				
rights				
.				
				
But				
his				
record				
on				
the				
environment				
is				
so				
abysmal				
I				
don				
'				
t				
see				
how				
Bush				George_W._Bush
can				
be				
any				
worse				
.				
'				
'				
				
Barbara	B	Barbara_Lange	--NME--	
Lange	I	Barbara_Lange	--NME--	
,				
the				
Everglades				Everglades
chairwoman				
for				
the				
Florida				Florida
chapter				
of				
the				
Sierra	B	Sierra_Club	http://en.wikipedia.org/wiki/Sierra_Club	Sierra_Club
Club	I	Sierra_Club	http://en.wikipedia.org/wiki/Sierra_Club	Sierra_Club
,				
said				
she				
and				
other				
environmentalists				
voted				
for				
Nader				Ralph_Nader
because				
Gore				Al_Gore
had				
not				
taken				
a				
stand				
against				
the				
development				
of				
a				
commercial				
airport				
near				
the				
Everglades				Everglades
.				
				
`				
`				
I				
voted				
my				
conscience				
,				
'				
'				
she				
said				
.				
				
`				
`				
And				
I				
'				
m				
okay				
with				
that				
.				
'				
'				
				
Patricia	B	Patricia_Newell	--NME--	
Newell	I	Patricia_Newell	--NME--	
,				
an				
organizer				
for				
Nader				Ralph_Nader
at				
the				
University	B	University_of_Florida	http://en.wikipedia.org/wiki/University_of_Florida	University_of_Florida
of	I	University_of_Florida	http://en.wikipedia.org/wiki/University_of_Florida	University_of_Florida
Florida	I	University_of_Florida	http://en.wikipedia.org/wiki/University_of_Florida	University_of_Florida
in				
Gainesville	B	Gainesville	http://en.wikipedia.org/wiki/Gainesville,_Florida	Gainesville,_Florida
,				
said				
that				
Nader				Ralph_Nader
had				
won				
far				
fewer				
votes				
in				
Florida				Florida
than				
his				
supporters				
had				
expected				
_				
due				
,				
she				
said				
,				
to				
`				
`				
scare				
tactics				
'				
'				
by				
the				
Democrats				Democratic_Party_(United_States)
.				
				
`				
`				
Anyone				
who				
voted				
with				
Nader				Ralph_Nader
on				
Tuesday				
knew				
exactly				
what				
they				
were				
doing				
,				
'				
'				
she				
said				
.				
				
`				
`				
On				
the				
contrary				
to				
feeling				
guilty				
,				
they				
feel				
very				
good				
about				
sticking				
with				
the				
candidate				
that				
they				
felt				
was				
best				
.				
'				
'				
				
WORLD				
'				
&				
LR				
;				
&				
QL				
;				
&				
UR				
;				
By				
STUART				
ELLIOTT				
&				
LR				
;				
&				
QC				
;				
&				
QL				
;				
&				
UR				
;				
c				
.				
2000				
N				
.				
Y				
.				
Times				
News				
Service				
&				
LR				
;				
&				
QC				
;				
&				
QL				
;				
				
It				
'				
s				
time				
again				
to				
ask				
20				
questions				
about				
advertising				
,				
marketing				
and				
the				
media				
.				
				
_				
Will				
Americans				United_States
ever				
refer				
to				
the				
day				
before				
Thanksgiving				
as				
`				
`				
Thanksgiving				
Wednesday				
,				
'				
'				
as				
ABC	B	ABC	http://en.wikipedia.org/wiki/American_Broadcasting_Company	American_Broadcasting_Company
did				
repeatedly				
this				
week				
in				
commercials				
promoting				
its				
Wednesday				
sitcoms				
`				
`				
The				
Drew				The_Drew_Carey_Show
Carey				The_Drew_Carey_Show
Show				The_Drew_Carey_Show
'				
'				
and				
`				
`				
Spin				
City				
'				
'				
?				
				
_				
If				
a				
Hollywood				Hollywood
studio				
makes				
a				
movie				
about				
the				
Florida				Florida
election				
standoff				
,				
would				
the				
title				
be				
`				
`				
It				
'				
s				
a				
Chad				Chad
,				
Chad				Chad
,				
Chad				Chad
,				
Chad				
World				
'				
'				
?				
				
_				
How				
many				
readers				
of				
The				The_Wall_Street_Journal
Wall				The_Wall_Street_Journal
Street				The_Wall_Street_Journal
Journal				The_Wall_Street_Journal
noticed				
that				
an				
article				
on				
Wednesday				
carrying				
the				
headline				
`				
`				
Genetically				
Altered				
Protein				
Is				
Found				
in				
Still				
More				
Corn				
'				
'				
ran				
adjacent				
to				
an				
advertisement				
for				
a				
golf				
tournament				
on				
Fox	B	Fox_Sports	http://en.wikipedia.org/wiki/Fox_Sports_(USA)	Fox_Sports_(United_States)
Sports	I	Fox_Sports	http://en.wikipedia.org/wiki/Fox_Sports_(USA)	Fox_Sports_(United_States)
sponsored				
by				
Sun	B	Sun_Microsystems	http://en.wikipedia.org/wiki/Sun_Microsystems	Sun_Microsystems
Microsystems	I	Sun_Microsystems	http://en.wikipedia.org/wiki/Sun_Microsystems	Sun_Microsystems
that				
featured				
a				
fanciful				
photograph				
of				
a				
gigantic				
ear				
of				
corn				
as				
big				
as				
a				
Buick				Buick
?				
				
_				
Doesn				
'				
t				
a				
new				
television				
commercial				
for				
Fidelity	B	Fidelity_Investments	http://en.wikipedia.org/wiki/Fidelity_Investments	Fidelity_Investments
Investments	I	Fidelity_Investments	http://en.wikipedia.org/wiki/Fidelity_Investments	Fidelity_Investments
,				
centered				
on				
